Component,File,Line,Element,Label,Destination,RouteStatus,Priority,RouteHealth
ExecutiveDecisionPlatform,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/home/v4-os/ExecutiveDecisionPlatform.tsx,64,TrackedLink,[Empty],/platform/live-runtime,Valid,Medium,OK
KnowledgePlatform,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/home/v4-os/KnowledgePlatform.tsx,19,TrackedLink,[Empty],/research,Valid,Medium,OK
KnowledgePlatform,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/home/v4-os/KnowledgePlatform.tsx,26,TrackedLink,[Empty],/research,Valid,Medium,OK
OsHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/home/v4-os/OsHero.tsx,142,TrackedLink,[Icon/Image],/platform/live-runtime,Valid,Medium,OK
OsHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/home/v4-os/OsHero.tsx,153,TrackedLink,[Icon/Image],/platform/os,Valid,Medium,OK
OsHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/home/v4-os/OsHero.tsx,157,TrackedLink,[Icon/Image],/contact,Valid,Medium,OK
OsHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/home/v4-os/OsHero.tsx,179,TrackedButton,{dynamic} {dynamic} {dynamic},Handler: {() => handleStepClick(i)},Action,Medium,Action
OsHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/home/v4-os/OsHero.tsx,240,TrackedButton,{dynamic},Handler: {() => setExpanded((e) => !e)},Action,Medium,Action
OsHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/home/v4-os/OsHero.tsx,209,Icon,[Icon],,Missing,High,Unknown
OsHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/home/v4-os/OsHero.tsx,235,ActiveIcon,[ActiveIcon],,Missing,High,Unknown
PlatformArchitecture,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/home/v4-os/PlatformArchitecture.tsx,124,TrackedLink,[Icon/Image],[Dynamic: layer.href],Valid,Medium,Unknown
PlatformArchitecture,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/home/v4-os/PlatformArchitecture.tsx,172,TrackedLink,[Icon/Image],/platform/live-runtime,Valid,Medium,OK
PlatformArchitecture,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/home/v4-os/PlatformArchitecture.tsx,182,TrackedLink,[Empty],/developers/architecture,Valid,Medium,OK
AgentEcosystem,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/industries/engine/AgentEcosystem.tsx,47,motion.div,[Empty],Handler: {() => {                       analytics.track({ eventName: "click"  category: "industry-explorer"  label: agent.name });                       setSelectedAgent(agent);                     }},Action,Medium,Action
AgentEcosystem,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/industries/engine/AgentEcosystem.tsx,95,TrackedButton,[Icon/Image],Handler: {() => setSelectedAgent(null)},Action,Medium,Action
ArchitectureViewer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/industries/engine/ArchitectureViewer.tsx,93,Icon,[Icon],,Missing,High,Unknown
ChallengeExplorer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/industries/engine/ChallengeExplorer.tsx,230,TrackedButton,[Icon/Image],,Missing,High,Unknown
ChallengeExplorer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/industries/engine/ChallengeExplorer.tsx,132,Icon,[Icon],,Missing,High,Unknown
ComplianceEngine,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/industries/engine/ComplianceEngine.tsx,21,HoverCard,{dynamic} {dynamic},,Missing,High,Unknown
EnterpriseDigitalTwin,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/industries/engine/EnterpriseDigitalTwin.tsx,118,TrackedButton,[Icon/Image],Handler: {() => {                   setViewMode(view.id);                   setSelectedNodeId(null);                 }},Action,Medium,Action
EnterpriseDigitalTwin,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/industries/engine/EnterpriseDigitalTwin.tsx,155,HoverCard,[Empty],,Missing,High,Unknown
EnterpriseDigitalTwin,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/industries/engine/EnterpriseDigitalTwin.tsx,163,HoverCard,[Icon/Image],,Missing,High,Unknown
EnterpriseDigitalTwin,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/industries/engine/EnterpriseDigitalTwin.tsx,184,TrackedButton,{dynamic} {dynamic},Handler: {() => setSelectedNodeId(node.id === selectedNodeId ? null : node.id)},Action,Medium,Action
EnterpriseDigitalTwin,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/industries/engine/EnterpriseDigitalTwin.tsx,250,HoverCard,[Empty],,Missing,High,Unknown
IndustryHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/industries/engine/IndustryHero.tsx,59,TrackedLink,[Empty],/developers/architecture,Valid,Medium,OK
IndustryHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/industries/engine/IndustryHero.tsx,60,AnimatedButton,{dynamic},,Missing,High,Unknown
IndustryHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/industries/engine/IndustryHero.tsx,62,TrackedLink,[Empty],/contact,Valid,Medium,OK
IndustryHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/industries/engine/IndustryHero.tsx,63,AnimatedButton,{dynamic},,Missing,High,Unknown
SolutionExplorer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/industries/engine/SolutionExplorer.tsx,84,TrackedButton,[Icon/Image],Handler: {() => setActiveSolution(i)},Action,Medium,Action
CapabilityGrid,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/hiveforge/CapabilityGrid.tsx,34,button,[Empty],Handler: {() => action.execute({})},Action,Medium,Action
CommandPalette,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/hiveforge/CommandPalette.tsx,62,button,[Empty],Handler: {async () => {                    setIsOpen(false);                    await action.execute({});                  }},Action,Medium,Action
IntelligenceAgents,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/hiveforge/IntelligenceAgents.tsx,35,button,[Empty],,Missing,High,Unknown
IntelligenceAgents,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/hiveforge/IntelligenceAgents.tsx,38,button,[Empty],,Missing,High,Unknown
Copilot,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/hiveops/Copilot.tsx,20,button,[Icon/Image],Handler: {() => setIsOpen(true)},Action,Medium,Action
Copilot,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/hiveops/Copilot.tsx,47,button,[Icon/Image],Handler: {() => setIsOpen(false)},Action,Medium,Action
Copilot,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/hiveops/Copilot.tsx,70,button,{dynamic},,Missing,High,Unknown
Copilot,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/hiveops/Copilot.tsx,91,button,[Icon/Image],,Missing,High,Unknown
MetricCard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/hiveops/MetricCard.tsx,79,Icon,[Icon],,Missing,High,Unknown
Recommendations,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/hiveops/Recommendations.tsx,51,button,[Icon/Image],,Missing,High,Unknown
Sidebar,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/hiveops/Sidebar.tsx,138,Link,{dynamic},[Dynamic: item.href],Valid,Low,Unknown
Topbar,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/hiveops/Topbar.tsx,35,button,[Icon/Image],,Missing,High,Unknown
AgentOSBackendConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/live-runtime/AgentOSBackendConsole.tsx,266,TrackedButton,[Empty],Handler: {bootstrap},Action,Medium,Action
AgentOSBackendConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/live-runtime/AgentOSBackendConsole.tsx,280,TrackedButton,[Empty],Handler: {() => setSelectedSlug(agent.slug)},Action,Medium,Action
AgentOSBackendConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/live-runtime/AgentOSBackendConsole.tsx,310,TrackedButton,{dynamic},Handler: {execute},Action,Medium,Action
AgentOSBackendConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/live-runtime/AgentOSBackendConsole.tsx,369,TrackedButton,[Empty],Handler: {() => decide(a.id  "approve")},Action,Medium,Action
AgentOSBackendConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/live-runtime/AgentOSBackendConsole.tsx,372,TrackedButton,[Empty],Handler: {() => decide(a.id  "reject")},Action,Medium,Action
AgentOSBackendGate,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/live-runtime/AgentOSBackendGate.tsx,58,TrackedButton,[Icon/Image],Handler: {enter},Action,Medium,Action
AgentOSBackendGate,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/live-runtime/AgentOSBackendGate.tsx,79,TrackedButton,[Empty],Handler: {() => {            setUnlocked(false);            setSecretInput("");            setAdminSecret(undefined);          }},Action,Medium,Action
AgentOSLiveRuntime,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/live-runtime/AgentOSLiveRuntime.tsx,91,TrackedButton,[Icon/Image],Handler: {handleReset},Action,Medium,Action
AgentOSLiveRuntime,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/live-runtime/AgentOSLiveRuntime.tsx,105,TrackedButton,{dynamic},Handler: {() => {                  setInput(ex.value);                  handleRun(ex.value);                }},Action,Medium,Action
AgentOSLiveRuntime,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/live-runtime/AgentOSLiveRuntime.tsx,130,TrackedButton,{dynamic} {dynamic},Handler: {() => handleRun()},Action,Medium,Action
AgentOSLiveRuntime,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/live-runtime/AgentOSLiveRuntime.tsx,266,Icon,[Icon],,Missing,High,Unknown
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/live-runtime/AgentOSPlatformConsole.tsx,106,TrackedButton,{dynamic},Handler: {() => setTab(t.id)},Action,Medium,Action
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/live-runtime/AgentOSPlatformConsole.tsx,187,Card,{dynamic},,Missing,High,Unknown
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/live-runtime/AgentOSPlatformConsole.tsx,190,TrackedButton,{dynamic},Handler: {load},Action,Medium,Action
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/live-runtime/AgentOSPlatformConsole.tsx,305,Card,[Icon/Image],,Missing,High,Unknown
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/live-runtime/AgentOSPlatformConsole.tsx,320,TrackedButton,{dynamic},Handler: {createPolicy},Action,Medium,Action
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/live-runtime/AgentOSPlatformConsole.tsx,336,Card,[Empty],,Missing,High,Unknown
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/live-runtime/AgentOSPlatformConsole.tsx,381,Card,{dynamic},,Missing,High,Unknown
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/live-runtime/AgentOSPlatformConsole.tsx,388,TrackedButton,{dynamic},Handler: {run},Action,Medium,Action
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/live-runtime/AgentOSPlatformConsole.tsx,454,Card,{dynamic},,Missing,High,Unknown
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/live-runtime/AgentOSPlatformConsole.tsx,458,TrackedButton,{dynamic},Handler: {() => toggle(s)},Action,Medium,Action
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/live-runtime/AgentOSPlatformConsole.tsx,471,TrackedButton,{dynamic},Handler: {run},Action,Medium,Action
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/live-runtime/AgentOSPlatformConsole.tsx,528,Card,{dynamic},,Missing,High,Unknown
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/live-runtime/AgentOSPlatformConsole.tsx,531,TrackedButton,{dynamic},Handler: {runForecast},Action,Medium,Action
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/live-runtime/AgentOSPlatformConsole.tsx,541,Card,{dynamic},,Missing,High,Unknown
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/live-runtime/AgentOSPlatformConsole.tsx,546,TrackedButton,{dynamic},Handler: {runOptimize},Action,Medium,Action
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/live-runtime/AgentOSPlatformConsole.tsx,594,Card,{dynamic},,Missing,High,Unknown
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/platform/live-runtime/AgentOSPlatformConsole.tsx,604,TrackedButton,{dynamic},Handler: {run},Action,Medium,Action
ProductCoreCapabilities,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/sections/ProductCoreCapabilities.tsx,14,Icon,[Icon],,Missing,High,Unknown
ProductCTA,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/sections/ProductCTA.tsx,31,TrackedLink,[Empty],/contact,Valid,Medium,OK
ProductCTA,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/sections/ProductCTA.tsx,37,AnimatedButton,[Empty],,Missing,High,Unknown
ProductCTA,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/sections/ProductCTA.tsx,42,TrackedLink,[Empty],[Dynamic: product.apiReference],Valid,Medium,Unknown
ProductCTA,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/sections/ProductCTA.tsx,48,AnimatedButton,[Empty],,Missing,High,Unknown
ProductDeveloperExperience,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/sections/ProductDeveloperExperience.tsx,72,TrackedLink,[Empty],[Dynamic: product.apiReference],Valid,Medium,Unknown
ProductDeveloperExperience,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/sections/ProductDeveloperExperience.tsx,73,AnimatedButton,[Empty],,Missing,High,Unknown
ProductFAQ,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/sections/ProductFAQ.tsx,26,TrackedButton,[Icon/Image],Handler: {() => setOpenIndex(openIndex === i ? null : i)},Action,Medium,Action
ProductHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/sections/ProductHero.tsx,58,TrackedLink,[Empty],/contact,Valid,Medium,OK
ProductHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/sections/ProductHero.tsx,59,AnimatedButton,[Empty],,Missing,High,Unknown
ProductHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/sections/ProductHero.tsx,64,TrackedLink,[Empty],[Dynamic: product.apiReference],Valid,Medium,Unknown
ProductHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/sections/ProductHero.tsx,65,AnimatedButton,[Empty],,Missing,High,Unknown
ProductIntegrationEcosystem,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/sections/ProductIntegrationEcosystem.tsx,57,TrackedLink,[Icon/Image],[Dynamic: `/platform/${cap.slug}`],Valid,Medium,Unknown
ProductIntegrationEcosystem,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/sections/ProductIntegrationEcosystem.tsx,85,TrackedLink,[Icon/Image],[Dynamic: `/services/${srv.slug}`],Valid,Medium,Unknown
AgentGallery,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/v2/AgentGallery.tsx,75,TrackedButton,{dynamic},Handler: {() => setActiveAgent(agent.id)},Action,Medium,Action
ArchitectureStudio,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/v2/ArchitectureStudio.tsx,98,TrackedButton,[Icon/Image],Handler: {() => handleSelect(option)},Action,Medium,Action
ArchitectureStudio,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/v2/ArchitectureStudio.tsx,158,TrackedButton,[Icon/Image],,Missing,High,Unknown
ArchitectureStudio,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/v2/ArchitectureStudio.tsx,161,TrackedButton,[Empty],,Missing,High,Unknown
ArchitectureStudio,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/v2/ArchitectureStudio.tsx,214,TrackedButton,[Empty],Handler: {reset},Action,Medium,Action
ArchitectureStudio,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/v2/ArchitectureStudio.tsx,91,StepIcon,[StepIcon],,Missing,High,Unknown
EcosystemArchitectureDiagram,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/v2/EcosystemArchitectureDiagram.tsx,132,TrackedLink,{dynamic},[Dynamic: m.href],Valid,Medium,Unknown
EnterpriseIntegrations,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/v2/EnterpriseIntegrations.tsx,75,TrackedButton,{dynamic},Handler: {() => setActiveIntegration(integration.id)},Action,Medium,Action
MethodologyVisualizer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/v2/MethodologyVisualizer.tsx,86,div,[Icon/Image],Handler: {() => {                     analytics.track({ eventName: "phase_select"  category: "products_methodology"  label: phase.label });                     setActivePhase(i);                   }},Action,Medium,Action
MethodologyVisualizer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/v2/MethodologyVisualizer.tsx,130,TrackedButton,[Icon/Image],Handler: {() => setActivePhase(Math.max(0  activePhase - 1))},Action,Medium,Action
MethodologyVisualizer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/v2/MethodologyVisualizer.tsx,140,TrackedButton,[Icon/Image],Handler: {() => setActivePhase(Math.min(phases.length - 1  activePhase + 1))},Action,Medium,Action
MethodologyVisualizer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/v2/MethodologyVisualizer.tsx,155,TrackedLink,[Icon/Image],[Dynamic: phases[activePhase].deliverableHref],Valid,Medium,Unknown
MethodologyVisualizer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/v2/MethodologyVisualizer.tsx,163,DeliverableIcon,[DeliverableIcon],,Missing,High,Unknown
PlatformActionDemo,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/v2/PlatformActionDemo.tsx,118,TrackedButton,[Empty],Handler: {() => setActiveStep(0)},Action,Medium,Action
PlatformCTA,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/v2/PlatformCTA.tsx,42,TrackedButton,[Icon/Image],,Missing,High,Unknown
PlatformCTA,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/v2/PlatformCTA.tsx,46,TrackedButton,[Empty],,Missing,High,Unknown
PlatformExplorer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/v2/PlatformExplorer.tsx,117,TrackedButton,[Icon/Image],Handler: {() => setViewMode("business")},Action,Medium,Action
PlatformExplorer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/v2/PlatformExplorer.tsx,125,TrackedButton,[Icon/Image],Handler: {() => setViewMode("technical")},Action,Medium,Action
PlatformExplorer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/v2/PlatformExplorer.tsx,141,TrackedButton,[Icon/Image],Handler: {() => setActiveTab(p.id)},Action,Medium,Action
PlatformHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/v2/PlatformHero.tsx,83,TrackedLink,[Icon/Image],/contact,Valid,Medium,OK
PlatformHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/v2/PlatformHero.tsx,93,TrackedLink,[Empty],/developers/architecture,Valid,Medium,OK
PlatformHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/v2/PlatformHero.tsx,119,TrackedButton,[Icon/Image],Handler: {() => setActiveDept(dept.id)},Action,Medium,Action
ProductsEcosystemPage,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/v2/ProductsEcosystemPage.tsx,146,TrackedLink,[Icon/Image],/contact,Valid,Medium,OK
ProductsEcosystemPage,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/v2/ProductsEcosystemPage.tsx,149,TrackedLink,[Empty],/platform,Valid,Medium,OK
ProductsEcosystemPage,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/v2/ProductsEcosystemPage.tsx,258,TrackedLink,{dynamic},[Dynamic: `/products/${product.slug}`],Valid,Medium,Unknown
ProductsEcosystemPage,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/v2/ProductsEcosystemPage.tsx,274,TrackedLink,[Icon/Image],[Dynamic: `/products/${product.slug}`],Valid,Medium,Unknown
ProductsEcosystemPage,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/v2/ProductsEcosystemPage.tsx,307,TrackedLink,[Icon/Image],[Dynamic: `/products/${product.slug}`],Valid,Medium,Unknown
ProductsEcosystemPage,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/v2/ProductsEcosystemPage.tsx,338,TrackedLink,[Icon/Image],[Dynamic: `/products/${product.slug}`],Valid,Medium,Unknown
ProductsEcosystemPage,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/v2/ProductsEcosystemPage.tsx,368,TrackedLink,[Icon/Image],[Dynamic: `/products/${product.slug}`],Valid,Medium,Unknown
ProductsEcosystemPage,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/v2/ProductsEcosystemPage.tsx,397,TrackedLink,[Icon/Image],[Dynamic: `/products/${product.slug}`],Valid,Medium,Unknown
ProductsEcosystemPage,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/v2/ProductsEcosystemPage.tsx,540,TrackedLink,[Icon/Image],/contact,Valid,Medium,OK
ProductsEcosystemPage,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/v2/ProductsEcosystemPage.tsx,543,TrackedLink,[Empty],/platform,Valid,Medium,OK
ProductsEcosystemPage,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/v2/ProductsEcosystemPage.tsx,242,Icon,[Icon],,Missing,High,Unknown
ProductsEcosystemPage,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/v2/ProductsEcosystemPage.tsx,283,Icon,[Icon],,Missing,High,Unknown
ProductsEcosystemPage,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/products/v2/ProductsEcosystemPage.tsx,316,Icon,[Icon],,Missing,High,Unknown
